timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1610644668458,343,CreateTodo,201,,soakTest 2-140,text,true,,329,239,300,417,http://localhost:8080/todo/create,343,0,341
1610644668856,5,CreateTodo,201,,loadTest 1-282,text,true,,329,239,20,420,http://localhost:8080/todo/create,4,0,1
1610644668421,441,CreateTodo,201,,soakTest 2-73,text,true,,329,239,300,420,http://localhost:8080/todo/create,441,0,438
1610644668468,288,CreateTodo,201,,soakTest 2-111,text,true,,329,239,300,414,http://localhost:8080/todo/create,288,0,66
1610644668472,391,CreateTodo,201,,loadTest 1-293,text,true,,329,239,20,420,http://localhost:8080/todo/create,391,0,389
1610644668861,3,CreateTask,201,,soakTest 2-140,text,true,,311,274,300,420,http://localhost:8080/task/create,3,0,0
1610644668449,307,CreateTodo,201,,soakTest 2-235,text,true,,329,239,300,414,http://localhost:8080/todo/create,307,0,95
1610644668861,4,CreateTask,201,,loadTest 1-282,text,true,,311,274,20,420,http://localhost:8080/task/create,4,0,0
1610644668862,3,CreateTask,201,,soakTest 2-73,text,true,,311,274,300,420,http://localhost:8080/task/create,3,0,0
1610644668472,394,CreateTodo,201,,soakTest 2-284,text,true,,329,239,300,420,http://localhost:8080/todo/create,394,0,390
1610644668461,295,CreateTodo,201,,soakTest 2-174,text,true,,329,239,300,414,http://localhost:8080/todo/create,295,0,140
1610644668863,4,CreateTask,201,,loadTest 1-293,text,true,,311,274,20,420,http://localhost:8080/task/create,4,0,0
1610644668865,2,CreateTask,201,,soakTest 2-235,text,true,,311,274,300,420,http://localhost:8080/task/create,2,0,0
1610644668863,6,CreateTask,201,,soakTest 2-111,text,true,,311,274,300,420,http://localhost:8080/task/create,5,0,0
1610644668458,298,CreateTodo,201,,soakTest 2-195,text,true,,329,239,300,414,http://localhost:8080/todo/create,298,0,109
1610644668866,10,CreateTask,201,,soakTest 2-174,text,true,,311,274,300,420,http://localhost:8080/task/create,10,0,0
1610644668866,12,CreateTask,201,,soakTest 2-284,text,true,,311,274,300,420,http://localhost:8080/task/create,12,0,0
1610644668456,423,CreateTodo,201,,soakTest 2-64,text,true,,329,239,300,420,http://localhost:8080/todo/create,423,0,410
1610644668426,329,CreateTodo,201,,soakTest 2-47,text,true,,329,239,300,414,http://localhost:8080/todo/create,329,0,112
1610644668444,311,CreateTodo,201,,soakTest 2-267,text,true,,329,239,300,414,http://localhost:8080/todo/create,311,0,94
1610644668725,30,CreateTodo,201,,soakTest 2-269,text,true,,329,239,300,414,http://localhost:8080/todo/create,30,0,1
1610644668449,306,CreateTodo,201,,soakTest 2-8,text,true,,329,239,300,414,http://localhost:8080/todo/create,306,0,118
1610644668424,331,CreateTodo,201,,soakTest 2-259,text,true,,329,239,300,414,http://localhost:8080/todo/create,331,0,118
1610644668448,307,CreateTodo,201,,soakTest 2-234,text,true,,329,239,300,414,http://localhost:8080/todo/create,307,0,150
1610644668461,294,CreateTodo,201,,soakTest 2-71,text,true,,329,239,300,414,http://localhost:8080/todo/create,294,0,82
1610644668599,156,CreateTodo,201,,spikeTest 3-34,text,true,,329,239,100,414,http://localhost:8080/todo/create,156,0,1
1610644668448,307,CreateTodo,201,,soakTest 2-290,text,true,,329,239,300,414,http://localhost:8080/todo/create,307,0,148
1610644668447,308,CreateTodo,201,,spikeTest 3-11,text,true,,329,239,100,413,http://localhost:8080/todo/create,308,0,151
1610644668448,307,CreateTodo,201,,soakTest 2-39,text,true,,329,239,300,413,http://localhost:8080/todo/create,307,0,149
1610644668447,308,CreateTodo,201,,spikeTest 3-2,text,true,,329,239,100,413,http://localhost:8080/todo/create,308,0,99
1610644668458,296,CreateTodo,201,,soakTest 2-144,text,true,,329,239,300,413,http://localhost:8080/todo/create,296,0,87
1610644668875,13,CreateTask,201,,soakTest 2-195,text,true,,311,274,300,420,http://localhost:8080/task/create,13,0,0
1610644668440,315,CreateTodo,201,,soakTest 2-262,text,true,,329,239,300,413,http://localhost:8080/todo/create,315,0,155
1610644668416,476,CreateTodo,201,,soakTest 2-100,text,true,,329,239,300,420,http://localhost:8080/todo/create,475,0,460
1610644668459,435,CreateTodo,201,,soakTest 2-186,text,true,,329,239,300,420,http://localhost:8080/todo/create,435,0,415
1610644668433,463,CreateTodo,201,,soakTest 2-34,text,true,,329,239,300,420,http://localhost:8080/todo/create,463,0,453
1610644668461,435,CreateTodo,201,,soakTest 2-160,text,true,,329,239,300,420,http://localhost:8080/todo/create,435,0,413
1610644668439,316,CreateTodo,201,,soakTest 2-204,text,true,,329,239,300,413,http://localhost:8080/todo/create,316,0,189
1610644668447,308,CreateTodo,201,,soakTest 2-237,text,true,,329,239,300,413,http://localhost:8080/todo/create,308,0,179
1610644668447,307,CreateTodo,201,,soakTest 2-232,text,true,,329,239,300,413,http://localhost:8080/todo/create,307,0,97
1610644668443,311,CreateTodo,201,,soakTest 2-263,text,true,,329,239,300,413,http://localhost:8080/todo/create,311,0,151
1610644668449,305,CreateTodo,201,,soakTest 2-244,text,true,,329,239,300,413,http://localhost:8080/todo/create,305,0,95
1610644668455,299,CreateTodo,201,,soakTest 2-179,text,true,,329,239,300,413,http://localhost:8080/todo/create,299,0,92
1610644668460,294,CreateTodo,201,,soakTest 2-145,text,true,,329,239,300,413,http://localhost:8080/todo/create,294,0,85
1610644668441,313,CreateTodo,201,,soakTest 2-279,text,true,,329,239,300,413,http://localhost:8080/todo/create,313,0,152
1610644668459,295,CreateTodo,201,,soakTest 2-104,text,true,,329,239,300,413,http://localhost:8080/todo/create,295,0,160
1610644668617,137,CreateTodo,201,,spikeTest 3-1,text,true,,329,239,100,413,http://localhost:8080/todo/create,137,0,1
1610644668449,305,CreateTodo,201,,soakTest 2-240,text,true,,329,239,300,413,http://localhost:8080/todo/create,305,0,153
1610644668423,331,CreateTodo,201,,soakTest 2-254,text,true,,329,239,300,413,http://localhost:8080/todo/create,331,0,168
1610644668453,301,CreateTodo,201,,soakTest 2-21,text,true,,329,239,300,413,http://localhost:8080/todo/create,301,0,88
1610644668886,32,CreateTask,201,,spikeTest 3-11,text,true,,311,274,100,421,http://localhost:8080/task/create,32,0,0
1610644668881,39,CreateTask,201,,soakTest 2-47,text,true,,311,274,300,421,http://localhost:8080/task/create,39,0,0
1610644668453,301,CreateTodo,201,,soakTest 2-5,text,true,,329,239,300,413,http://localhost:8080/todo/create,301,0,161
1610644668880,41,CreateTask,201,,soakTest 2-64,text,true,,311,274,300,421,http://localhost:8080/task/create,41,0,0
1610644668885,38,CreateTask,201,,soakTest 2-8,text,true,,311,274,300,421,http://localhost:8080/task/create,38,0,0
1610644668890,34,CreateTask,201,,soakTest 2-262,text,true,,311,274,300,421,http://localhost:8080/task/create,34,0,0
1610644668885,39,CreateTask,201,,soakTest 2-269,text,true,,311,274,300,421,http://localhost:8080/task/create,39,0,0
1610644668461,464,CreateTodo,201,,soakTest 2-178,text,true,,329,239,300,421,http://localhost:8080/todo/create,464,0,430
1610644668445,480,CreateTodo,201,,soakTest 2-294,text,true,,329,239,300,421,http://localhost:8080/todo/create,480,0,445
1610644668895,31,CreateTask,201,,soakTest 2-186,text,true,,311,274,300,421,http://localhost:8080/task/create,31,0,0
1610644668896,32,CreateTask,201,,soakTest 2-34,text,true,,311,274,300,421,http://localhost:8080/task/create,31,0,0
1610644668885,43,CreateTask,201,,soakTest 2-234,text,true,,311,274,300,421,http://localhost:8080/task/create,43,0,0
1610644668894,34,CreateTask,201,,soakTest 2-100,text,true,,311,274,300,421,http://localhost:8080/task/create,34,0,0
1610644668424,505,CreateTodo,201,,soakTest 2-44,text,true,,329,239,300,421,http://localhost:8080/todo/create,505,0,459
1610644668448,483,CreateTodo,201,,spikeTest 3-10,text,true,,329,239,100,421,http://localhost:8080/todo/create,482,0,452
1610644668898,33,CreateTask,201,,soakTest 2-237,text,true,,311,274,300,421,http://localhost:8080/task/create,33,0,0
1610644668897,34,CreateTask,201,,soakTest 2-160,text,true,,311,274,300,421,http://localhost:8080/task/create,34,0,0
1610644668433,499,CreateTodo,201,,soakTest 2-35,text,true,,329,239,300,421,http://localhost:8080/todo/create,499,0,467
1610644668461,471,CreateTodo,201,,soakTest 2-153,text,true,,329,239,300,421,http://localhost:8080/todo/create,471,0,439
1610644668418,515,CreateTodo,201,,soakTest 2-197,text,true,,329,239,300,421,http://localhost:8080/todo/create,515,0,485
1610644668466,467,CreateTodo,201,,soakTest 2-3,text,true,,329,239,300,421,http://localhost:8080/todo/create,467,0,422
1610644668450,484,CreateTodo,201,,soakTest 2-20,text,true,,329,239,300,421,http://localhost:8080/todo/create,484,0,450
1610644668446,488,CreateTodo,201,,soakTest 2-90,text,true,,329,239,300,421,http://localhost:8080/todo/create,488,0,441
1610644668445,490,CreateTodo,201,,soakTest 2-58,text,true,,329,239,300,421,http://localhost:8080/todo/create,490,0,443
1610644668458,477,CreateTodo,201,,soakTest 2-155,text,true,,329,239,300,421,http://localhost:8080/todo/create,477,0,445
1610644668910,26,CreateTodo,201,,loadTest 1-280,text,true,,329,239,21,421,http://localhost:8080/todo/create,26,0,2
1610644668449,489,CreateTodo,201,,soakTest 2-226,text,true,,329,239,300,421,http://localhost:8080/todo/create,489,0,460
1610644668903,35,CreateTask,201,,soakTest 2-244,text,true,,311,274,300,421,http://localhost:8080/task/create,35,0,0
1610644668465,474,CreateTodo,201,,soakTest 2-101,text,true,,329,239,300,421,http://localhost:8080/todo/create,474,0,425
1610644668431,509,CreateTodo,201,,soakTest 2-260,text,true,,329,239,300,421,http://localhost:8080/todo/create,509,0,481
1610644668420,521,CreateTodo,201,,soakTest 2-40,text,true,,329,239,300,421,http://localhost:8080/todo/create,521,0,471
1610644668915,28,CreateTask,201,,soakTest 2-104,text,true,,311,274,300,421,http://localhost:8080/task/create,28,0,0
1610644668423,522,CreateTodo,201,,soakTest 2-43,text,true,,329,239,300,421,http://localhost:8080/todo/create,522,0,463
1610644668897,48,CreateTask,201,,soakTest 2-204,text,true,,311,274,300,421,http://localhost:8080/task/create,48,0,0
1610644668917,29,CreateTask,201,,soakTest 2-254,text,true,,311,274,300,421,http://localhost:8080/task/create,29,0,0
1610644668430,517,CreateTodo,201,,soakTest 2-261,text,true,,329,239,300,421,http://localhost:8080/todo/create,517,0,486
1610644668916,34,CreateTask,201,,spikeTest 3-1,text,true,,311,274,100,421,http://localhost:8080/task/create,34,0,0
1610644668465,485,CreateTodo,201,,soakTest 2-133,text,true,,329,239,300,421,http://localhost:8080/todo/create,485,0,451
1610644668917,33,CreateTask,201,,soakTest 2-240,text,true,,311,274,300,421,http://localhost:8080/task/create,33,0,0
1610644668429,521,CreateTodo,201,,soakTest 2-129,text,true,,329,239,300,421,http://localhost:8080/todo/create,521,0,489
1610644668883,67,CreateTask,201,,soakTest 2-267,text,true,,311,274,300,421,http://localhost:8080/task/create,67,0,0
1610644668430,521,CreateTodo,201,,soakTest 2-212,text,true,,329,239,300,421,http://localhost:8080/todo/create,521,0,484
1610644668437,317,CreateTodo,201,,soakTest 2-230,text,true,,329,239,300,413,http://localhost:8080/todo/create,317,0,112
1610644668453,301,CreateTodo,201,,soakTest 2-25,text,true,,329,239,300,413,http://localhost:8080/todo/create,301,0,161
1610644668723,3,CreateTodo,201,,soakTest 2-276,text,true,,329,239,300,413,http://localhost:8080/todo/create,3,0,1
1610644668718,6,CreateTodo,201,,spikeTest 3-58,text,true,,329,239,100,413,http://localhost:8080/todo/create,5,0,1
1610644668718,6,CreateTodo,201,,loadTest 1-292,text,true,,329,239,13,413,http://localhost:8080/todo/create,5,0,1
1610644668717,6,CreateTodo,201,,spikeTest 3-66,text,true,,329,239,100,413,http://localhost:8080/todo/create,6,0,0
1610644668718,4,CreateTodo,201,,spikeTest 3-55,text,true,,329,239,100,413,http://localhost:8080/todo/create,4,0,1
1610644668717,4,CreateTodo,201,,soakTest 2-229,text,true,,329,239,300,413,http://localhost:8080/todo/create,3,0,1
1610644668717,3,CreateTodo,201,,soakTest 2-280,text,true,,329,239,300,413,http://localhost:8080/todo/create,3,0,0
1610644668712,5,CreateTodo,201,,soakTest 2-108,text,true,,329,239,300,413,http://localhost:8080/todo/create,5,0,1
1610644668713,3,CreateTodo,201,,spikeTest 3-63,text,true,,329,239,100,413,http://localhost:8080/todo/create,3,0,0
1610644668714,2,CreateTodo,201,,spikeTest 3-80,text,true,,329,239,100,413,http://localhost:8080/todo/create,2,0,0
1610644668711,4,CreateTodo,201,,spikeTest 3-16,text,true,,329,239,100,413,http://localhost:8080/todo/create,3,0,1
1610644668712,3,CreateTodo,201,,spikeTest 3-70,text,true,,329,239,100,413,http://localhost:8080/todo/create,2,0,0
1610644668709,2,CreateTodo,201,,soakTest 2-96,text,true,,329,239,300,413,http://localhost:8080/todo/create,2,0,1
1610644668709,2,CreateTodo,201,,spikeTest 3-17,text,true,,329,239,100,413,http://localhost:8080/todo/create,2,0,1
1610644668708,2,CreateTodo,201,,spikeTest 3-24,text,true,,329,239,100,413,http://localhost:8080/todo/create,2,0,0
1610644668707,2,CreateTodo,201,,spikeTest 3-25,text,true,,329,239,100,413,http://localhost:8080/todo/create,2,0,0
1610644668706,2,CreateTodo,201,,spikeTest 3-21,text,true,,329,239,100,413,http://localhost:8080/todo/create,2,0,1
1610644668705,3,CreateTodo,201,,spikeTest 3-91,text,true,,329,239,100,413,http://localhost:8080/todo/create,2,0,1
1610644668703,3,CreateTodo,201,,spikeTest 3-28,text,true,,329,239,100,413,http://localhost:8080/todo/create,3,0,2
1610644668703,2,CreateTodo,201,,spikeTest 3-29,text,true,,329,239,100,413,http://localhost:8080/todo/create,2,0,1
1610644668701,3,CreateTodo,201,,spikeTest 3-96,text,true,,329,239,100,413,http://localhost:8080/todo/create,3,0,1
1610644668701,2,CreateTodo,201,,spikeTest 3-33,text,true,,329,239,100,413,http://localhost:8080/todo/create,2,0,1
1610644668700,2,CreateTodo,201,,spikeTest 3-32,text,true,,329,239,100,413,http://localhost:8080/todo/create,2,0,1
1610644668856,2,CreateTodo,201,,loadTest 1-281,text,true,,329,239,20,420,http://localhost:8080/todo/create,2,0,1
1610644668700,2,CreateTodo,201,,spikeTest 3-100,text,true,,329,239,100,413,http://localhost:8080/todo/create,2,0,0
1610644668698,3,CreateTodo,201,,spikeTest 3-36,text,true,,329,239,100,413,http://localhost:8080/todo/create,3,0,1
1610644668438,318,CreateTodo,201,,soakTest 2-208,text,true,,329,239,300,414,http://localhost:8080/todo/create,318,0,151
1610644668464,292,CreateTodo,201,,soakTest 2-142,text,true,,329,239,300,414,http://localhost:8080/todo/create,292,0,154
1610644668458,298,CreateTodo,201,,soakTest 2-107,text,true,,329,239,300,414,http://localhost:8080/todo/create,298,0,128
1610644668460,296,CreateTodo,201,,soakTest 2-183,text,true,,329,239,300,414,http://localhost:8080/todo/create,296,0,87
1610644668724,32,CreateTodo,201,,spikeTest 3-47,text,true,,329,239,100,414,http://localhost:8080/todo/create,32,0,1
1610644668454,302,CreateTodo,201,,soakTest 2-182,text,true,,329,239,300,414,http://localhost:8080/todo/create,302,0,92
1610644668459,297,CreateTodo,201,,soakTest 2-191,text,true,,329,239,300,414,http://localhost:8080/todo/create,297,0,126
1610644668419,337,CreateTodo,201,,spikeTest 3-6,text,true,,329,239,100,414,http://localhost:8080/todo/create,337,0,167
1610644668435,321,CreateTodo,201,,soakTest 2-218,text,true,,329,239,300,414,http://localhost:8080/todo/create,321,0,151
1610644668449,308,CreateTodo,201,,soakTest 2-231,text,true,,329,239,300,414,http://localhost:8080/todo/create,307,0,114
1610644668436,321,CreateTodo,201,,spikeTest 3-51,text,true,,329,239,100,414,http://localhost:8080/todo/create,320,0,151
1610644668425,332,CreateTodo,201,,soakTest 2-16,text,true,,329,239,300,414,http://localhost:8080/todo/create,332,0,162
1610644668442,315,CreateTodo,201,,soakTest 2-270,text,true,,329,239,300,414,http://localhost:8080/todo/create,315,0,146
1610644668449,308,CreateTodo,201,,spikeTest 3-27,text,true,,329,239,100,414,http://localhost:8080/todo/create,308,0,136
1610644668451,306,CreateTodo,201,,soakTest 2-202,text,true,,329,239,300,414,http://localhost:8080/todo/create,306,0,103
1610644668419,338,CreateTodo,201,,spikeTest 3-23,text,true,,329,239,100,414,http://localhost:8080/todo/create,338,0,171
1610644668455,302,CreateTodo,201,,soakTest 2-28,text,true,,329,239,300,414,http://localhost:8080/todo/create,302,0,93
1610644668416,241,CreateTodo,201,,soakTest 2-91,text,true,,329,239,300,412,http://localhost:8080/todo/create,241,0,210
1610644668442,554,CreateTodo,201,,soakTest 2-271,text,true,,329,239,300,422,http://localhost:8080/todo/create,554,0,86
1610644668509,488,CreateTodo,201,,soakTest 2-288,text,true,,329,239,300,422,http://localhost:8080/todo/create,488,0,18
1610644668447,211,CreateTodo,201,,soakTest 2-228,text,true,,329,239,300,412,http://localhost:8080/todo/create,211,0,103
1610644668434,562,CreateTodo,201,,spikeTest 3-38,text,true,,329,239,100,422,http://localhost:8080/todo/create,561,0,95
1610644668437,220,CreateTodo,201,,soakTest 2-205,text,true,,329,239,300,412,http://localhost:8080/todo/create,220,0,108
1610644668446,211,CreateTodo,201,,soakTest 2-295,text,true,,329,239,300,412,http://localhost:8080/todo/create,211,0,173
1610644668468,527,CreateTodo,201,,soakTest 2-124,text,true,,329,239,300,422,http://localhost:8080/todo/create,527,0,62
1610644668520,478,CreateTodo,201,,loadTest 1-291,text,true,,329,239,22,422,http://localhost:8080/todo/create,478,0,1
1610644668429,569,CreateTodo,201,,soakTest 2-45,text,true,,329,239,300,422,http://localhost:8080/todo/create,569,0,91
1610644668436,222,CreateTodo,201,,soakTest 2-79,text,true,,329,239,300,412,http://localhost:8080/todo/create,222,0,166
1610644668437,558,CreateTodo,201,,soakTest 2-207,text,true,,329,239,300,422,http://localhost:8080/todo/create,558,0,96
1610644668498,159,CreateTodo,201,,spikeTest 3-77,text,true,,329,239,100,412,http://localhost:8080/todo/create,159,0,43
1610644668428,230,CreateTodo,201,,soakTest 2-18,text,true,,329,239,300,412,http://localhost:8080/todo/create,230,0,108
1610644668427,230,CreateTodo,201,,soakTest 2-74,text,true,,329,239,300,412,http://localhost:8080/todo/create,230,0,114
1610644668450,545,CreateTodo,201,,soakTest 2-213,text,true,,329,239,300,422,http://localhost:8080/todo/create,545,0,81
1610644668426,229,CreateTodo,201,,soakTest 2-257,text,true,,329,239,300,411,http://localhost:8080/todo/create,229,0,185
1610644668453,205,CreateTodo,201,,soakTest 2-184,text,true,,329,239,300,412,http://localhost:8080/todo/create,205,0,158
1610644668514,481,CreateTodo,201,,soakTest 2-110,text,true,,329,239,300,422,http://localhost:8080/todo/create,481,0,15
1610644668651,3,CreateTodo,201,,spikeTest 3-99,text,true,,329,239,100,411,http://localhost:8080/todo/create,3,0,1
1610644668457,197,CreateTodo,201,,soakTest 2-162,text,true,,329,239,300,411,http://localhost:8080/todo/create,197,0,77
1610644668421,232,CreateTodo,201,,soakTest 2-103,text,true,,329,239,300,411,http://localhost:8080/todo/create,232,0,116
1610644668600,53,CreateTodo,201,,spikeTest 3-42,text,true,,329,239,100,411,http://localhost:8080/todo/create,53,0,1
1610644668466,529,CreateTodo,201,,soakTest 2-132,text,true,,329,239,300,422,http://localhost:8080/todo/create,529,0,72
1610644668450,201,CreateTodo,201,,soakTest 2-223,text,true,,329,239,300,411,http://localhost:8080/todo/create,201,0,92
1610644668427,225,CreateTodo,201,,soakTest 2-15,text,true,,329,239,300,411,http://localhost:8080/todo/create,225,0,111
1610644668457,195,CreateTodo,201,,soakTest 2-149,text,true,,329,239,300,411,http://localhost:8080/todo/create,195,0,104
1610644668455,203,CreateTodo,201,,soakTest 2-89,text,true,,329,239,300,412,http://localhost:8080/todo/create,203,0,82
1610644668425,226,CreateTodo,201,,soakTest 2-36,text,true,,329,239,300,411,http://localhost:8080/todo/create,226,0,175
1610644668460,191,CreateTodo,201,,soakTest 2-194,text,true,,329,239,300,411,http://localhost:8080/todo/create,191,0,138
1610644668425,569,CreateTodo,201,,loadTest 1-298,text,true,,329,239,22,422,http://localhost:8080/todo/create,569,0,117
1610644668420,239,CreateTodo,201,,soakTest 2-241,text,true,,329,239,300,412,http://localhost:8080/todo/create,239,0,207
1610644668418,232,CreateTodo,201,,spikeTest 3-22,text,true,,329,239,100,411,http://localhost:8080/todo/create,232,0,182
1610644668447,203,CreateTodo,201,,soakTest 2-298,text,true,,329,239,300,411,http://localhost:8080/todo/create,202,0,151
1610644668648,2,CreateTodo,201,,spikeTest 3-92,text,true,,329,239,100,411,http://localhost:8080/todo/create,2,0,1
1610644668447,203,CreateTodo,201,,loadTest 1-299,text,true,,329,239,11,411,http://localhost:8080/todo/create,202,0,152
1610644668441,553,CreateTodo,201,,soakTest 2-281,text,true,,329,239,300,422,http://localhost:8080/todo/create,553,0,103
1610644668448,200,CreateTodo,201,,soakTest 2-106,text,true,,329,239,300,411,http://localhost:8080/todo/create,200,0,148
1610644668452,196,CreateTodo,201,,soakTest 2-199,text,true,,329,239,300,411,http://localhost:8080/todo/create,196,0,144
1610644668454,193,CreateTodo,201,,spikeTest 3-31,text,true,,329,239,100,411,http://localhost:8080/todo/create,193,0,140
1610644668440,208,CreateTodo,201,,soakTest 2-239,text,true,,329,239,300,411,http://localhost:8080/todo/create,208,0,155
1610644668457,537,CreateTodo,201,,soakTest 2-161,text,true,,329,239,300,422,http://localhost:8080/todo/create,537,0,105
1610644668453,194,CreateTodo,201,,soakTest 2-222,text,true,,329,239,300,411,http://localhost:8080/todo/create,194,0,142
1610644668656,3,CreateTodo,201,,loadTest 1-288,text,true,,329,239,12,412,http://localhost:8080/todo/create,3,0,2
1610644668436,558,CreateTodo,201,,soakTest 2-273,text,true,,329,239,300,422,http://localhost:8080/todo/create,558,0,120
1610644668453,194,CreateTodo,201,,soakTest 2-210,text,true,,329,239,300,411,http://localhost:8080/todo/create,194,0,93
1610644668460,534,CreateTodo,201,,soakTest 2-190,text,true,,329,239,300,422,http://localhost:8080/todo/create,534,0,106
1610644668622,25,CreateTodo,201,,spikeTest 3-5,text,true,,329,239,100,411,http://localhost:8080/todo/create,24,0,13
1610644668455,191,CreateTodo,201,,soakTest 2-75,text,true,,329,239,300,411,http://localhost:8080/todo/create,191,0,92
1610644668456,190,CreateTodo,201,,soakTest 2-31,text,true,,329,239,300,411,http://localhost:8080/todo/create,190,0,92
1610644668448,197,CreateTodo,201,,soakTest 2-242,text,true,,329,239,300,411,http://localhost:8080/todo/create,197,0,145
1610644668449,211,CreateTodo,201,,soakTest 2-181,text,true,,329,239,300,412,http://localhost:8080/todo/create,209,0,171
1610644668463,197,CreateTodo,201,,soakTest 2-163,text,true,,329,239,300,412,http://localhost:8080/todo/create,194,0,156
1610644668523,471,CreateTodo,201,,spikeTest 3-86,text,true,,329,239,100,422,http://localhost:8080/todo/create,471,0,0
1610644668463,198,CreateTodo,201,,loadTest 1-296,text,true,,329,239,13,413,http://localhost:8080/todo/create,197,0,157
1610644668526,467,CreateTodo,201,,spikeTest 3-90,text,true,,329,239,100,422,http://localhost:8080/todo/create,467,0,47
1610644668450,543,CreateTodo,201,,soakTest 2-193,text,true,,329,239,300,422,http://localhost:8080/todo/create,543,0,123
1610644668450,195,CreateTodo,201,,soakTest 2-253,text,true,,329,239,300,411,http://localhost:8080/todo/create,195,0,143
1610644668420,225,CreateTodo,201,,soakTest 2-246,text,true,,329,239,300,411,http://localhost:8080/todo/create,225,0,130
1610644668437,207,CreateTodo,201,,soakTest 2-214,text,true,,329,239,300,411,http://localhost:8080/todo/create,207,0,153
1610644668424,220,CreateTodo,201,,soakTest 2-56,text,true,,329,239,300,411,http://localhost:8080/todo/create,220,0,167
1610644668434,209,CreateTodo,201,,soakTest 2-83,text,true,,329,239,300,411,http://localhost:8080/todo/create,209,0,156
1610644668653,10,CreateTodo,201,,soakTest 2-112,text,true,,329,239,300,413,http://localhost:8080/todo/create,10,0,8
1610644668661,3,CreateTodo,201,,loadTest 1-287,text,true,,329,239,13,413,http://localhost:8080/todo/create,3,0,1
1610644668461,181,CreateTodo,201,,soakTest 2-166,text,true,,329,239,300,411,http://localhost:8080/todo/create,181,0,93
1610644668640,2,CreateTodo,201,,spikeTest 3-93,text,true,,329,239,100,411,http://localhost:8080/todo/create,2,0,1
1610644668573,420,CreateTodo,201,,spikeTest 3-97,text,true,,329,239,100,422,http://localhost:8080/todo/create,420,0,1
1610644668663,2,CreateTodo,201,,soakTest 2-94,text,true,,329,239,300,413,http://localhost:8080/todo/create,2,0,1
1610644668425,217,CreateTodo,201,,soakTest 2-48,text,true,,329,239,300,411,http://localhost:8080/todo/create,217,0,164
1610644668665,3,CreateTodo,201,,spikeTest 3-85,text,true,,329,239,100,413,http://localhost:8080/todo/create,3,0,1
1610644668456,537,CreateTodo,201,,soakTest 2-105,text,true,,329,239,300,422,http://localhost:8080/todo/create,537,0,71
1610644668639,2,CreateTodo,201,,spikeTest 3-98,text,true,,329,239,100,411,http://localhost:8080/todo/create,2,0,1
1610644668442,551,CreateTodo,201,,soakTest 2-68,text,true,,329,239,300,422,http://localhost:8080/todo/create,551,0,133
1610644668666,3,CreateTodo,201,,spikeTest 3-89,text,true,,329,239,100,413,http://localhost:8080/todo/create,3,0,0
1610644668639,2,CreateTodo,201,,spikeTest 3-94,text,true,,329,239,100,411,http://localhost:8080/todo/create,2,0,0
1610644668636,3,CreateTodo,201,,spikeTest 3-4,text,true,,329,239,100,411,http://localhost:8080/todo/create,3,0,1
1610644668639,2,CreateTodo,201,,spikeTest 3-54,text,true,,329,239,100,411,http://localhost:8080/todo/create,2,0,0
1610644668633,5,CreateTodo,201,,spikeTest 3-87,text,true,,329,239,100,411,http://localhost:8080/todo/create,5,0,2
1610644668431,562,CreateTodo,201,,spikeTest 3-35,text,true,,329,239,100,422,http://localhost:8080/todo/create,562,0,87
1610644668428,565,CreateTodo,201,,soakTest 2-1,text,true,,329,239,300,422,http://localhost:8080/todo/create,564,0,100
1610644668664,6,CreateTodo,201,,soakTest 2-85,text,true,,329,239,300,413,http://localhost:8080/todo/create,6,0,2
1610644668426,211,CreateTodo,201,,soakTest 2-84,text,true,,329,239,300,411,http://localhost:8080/todo/create,211,0,161
1610644668669,3,CreateTodo,201,,spikeTest 3-79,text,true,,329,239,100,413,http://localhost:8080/todo/create,3,0,1
1610644668455,537,CreateTodo,201,,soakTest 2-86,text,true,,329,239,300,422,http://localhost:8080/todo/create,537,0,73
1610644668667,5,CreateTodo,201,,soakTest 2-297,text,true,,329,239,300,413,http://localhost:8080/todo/create,5,0,1
1610644668449,188,CreateTodo,201,,soakTest 2-258,text,true,,329,239,300,411,http://localhost:8080/todo/create,188,0,139
1610644668468,168,CreateTodo,201,,soakTest 2-131,text,true,,329,239,300,411,http://localhost:8080/todo/create,168,0,118
1610644668420,217,CreateTodo,201,,soakTest 2-57,text,true,,329,239,300,411,http://localhost:8080/todo/create,217,0,168
1610644668437,555,CreateTodo,201,,soakTest 2-77,text,true,,329,239,300,422,http://localhost:8080/todo/create,555,0,139
1610644668667,6,CreateTodo,201,,spikeTest 3-84,text,true,,329,239,100,413,http://localhost:8080/todo/create,6,0,4
1610644668670,3,CreateTodo,201,,spikeTest 3-75,text,true,,329,239,100,413,http://localhost:8080/todo/create,3,0,0
1610644668462,173,CreateTodo,201,,soakTest 2-151,text,true,,329,239,300,411,http://localhost:8080/todo/create,173,0,125
1610644668634,2,CreateTodo,201,,spikeTest 3-20,text,true,,329,239,100,411,http://localhost:8080/todo/create,2,0,1
1610644668450,542,CreateTodo,201,,soakTest 2-46,text,true,,329,239,300,422,http://localhost:8080/todo/create,542,0,127
1610644668447,188,CreateTodo,201,,soakTest 2-245,text,true,,329,239,300,411,http://localhost:8080/todo/create,187,0,177
